text,label,label_encoded,text_length,word_count
Looking forward to the vacation next month.,low_stress,0,43,7
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
"Yesterday, i want to disappear. nobody would even notice.",crisis,2,57,9
Looking forward to the vacation next month. Enjoying my new hobby. It's very relaxing.,low_stress,0,86,14
Feeling anxious about the upcoming presentation. Relationship problems are causing a lot of stress.,high_stress,1,99,14
Had a restful sleep last night. Feeling refreshed. Looking forward to the vacation next month.,low_stress,0,94,15
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
everyone would be happier if i wasn't around.,crisis,2,45,8
"Lately, had a productive workout session this morning.",low_stress,0,54,8
"This month, having trouble managing my emotions lately.",high_stress,1,55,8
Feeling like there's no point in continuing. Life feels meaningless. I don't want to be here.,crisis,2,93,16
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
Having trouble managing my emotions lately. Feeling isolated. Haven't seen friends in weeks.,high_stress,1,92,13
"Lately, excited about the weekend plans with friends.",low_stress,0,53,8
I'm going to end it all soon. Made my decision. I'm a burden to everyone. They'd be better off without me.,crisis,2,106,21
"Lately, had a great day at work today. feeling productive and happy.",low_stress,0,68,12
"Lately, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,72,13
"This month, i want to disappear. nobody would even notice. The darkness is overwhelming. I see no light ahead.",crisis,2,110,19
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
"Recently, struggling to keep up with everything. feeling exhausted.",high_stress,1,67,9
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Had a good conversation with my family today. Made progress on my goals today. Feeling motivated.,low_stress,0,97,16
"This week, i want to disappear. nobody would even notice.",crisis,2,57,10
"Recently, i've been planning to hurt myself. can't take it anymore.",crisis,2,67,11
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
"Yesterday, i'm a burden to everyone. they'd be better off without me.",crisis,2,69,12
"This week, life feels meaningless. i don't want to be here.",crisis,2,59,11
"Yesterday, feeling completely hopeless. nothing seems to matter.",crisis,2,64,8
I want to disappear. Nobody would even notice.,crisis,2,46,8
"Today, feeling isolated. haven't seen friends in weeks. Haven't been sleeping well. Mind keeps racing at night.",high_stress,1,111,17
Excited about the weekend plans with friends.,low_stress,0,45,7
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"This month, had a great day at work today. feeling productive and happy. Feeling content with life right now.",low_stress,0,109,19
feeling positive about the future. Had a productive workout session this morning.,low_stress,0,81,12
"Yesterday, can't seem to focus on anything. mind is all over the place.",high_stress,1,71,13
"Recently, life feels meaningless. i don't want to be here. Can't handle the pain anymore. Need it to stop.",crisis,2,106,19
"Today, had a good conversation with my family today. Finished reading a great book. Highly recommend it.",low_stress,0,104,17
completed my project on time. feeling accomplished! Enjoying my new hobby. It's very relaxing.,low_stress,0,94,14
"Recently, completed my project on time. feeling accomplished!",low_stress,0,61,8
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
Had a good conversation with my family today. Finished reading a great book. Highly recommend it.,low_stress,0,97,16
"Lately, struggling to keep up with everything. feeling exhausted.",high_stress,1,65,9
"Yesterday, had a good conversation with my family today.",low_stress,0,56,9
"Lately, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,70,13
"Lately, feeling like there's no point in continuing. I can't do this anymore. The suffering is too much.",crisis,2,104,18
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Work-life balance is completely off. Need a break.,high_stress,1,50,8
"This month, i've been planning to hurt myself. can't take it anymore. The pain is unbearable. I don't want to feel this way anymore.",crisis,2,132,24
"Today, finished reading a great book. highly recommend it. Completed my project on time. Feeling accomplished!",low_stress,0,110,16
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
Had a restful sleep last night. Feeling refreshed. Grateful for the support from my colleagues.,low_stress,0,95,15
"Yesterday, struggling to keep up with everything. feeling exhausted.",high_stress,1,68,9
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
Feeling like there's no point in continuing.,crisis,2,44,7
"This week, struggling to keep up with everything. feeling exhausted.",high_stress,1,68,10
Can't handle the pain anymore. Need it to stop. Feeling completely hopeless. Nothing seems to matter.,crisis,2,101,16
I'm going to end it all soon. Made my decision. Life feels meaningless. I don't want to be here.,crisis,2,96,19
Feeling content with life right now.,low_stress,0,36,6
Feeling completely hopeless. Nothing seems to matter. Everyone would be happier if I wasn't around.,crisis,2,99,15
"Recently, can't seem to focus on anything. mind is all over the place. Worried about my health. Need to see a doctor soon.",high_stress,1,122,23
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
"This week, the darkness is overwhelming. i see no light ahead. I want to disappear. Nobody would even notice.",crisis,2,109,19
"Recently, anxiety has been high this week. hard to relax.",high_stress,1,57,10
Excited about the weekend plans with friends.,low_stress,0,45,7
"Today, having trouble managing my emotions lately.",high_stress,1,50,7
Had a nice dinner with friends. Good times!,low_stress,0,43,8
"Recently, had a restful sleep last night. feeling refreshed.",low_stress,0,60,9
Life feels meaningless. I don't want to be here. Everyone would be happier if I wasn't around.,crisis,2,94,17
Feeling completely hopeless. Nothing seems to matter. Life feels meaningless. I don't want to be here.,crisis,2,102,16
"This month, work has been really overwhelming lately. so many deadlines.",high_stress,1,72,11
"Today, feeling overwhelmed by responsibilities.",high_stress,1,47,5
Can't handle the pain anymore. Need it to stop. The darkness is overwhelming. I see no light ahead.,crisis,2,99,18
"Recently, i don't see a way out of this situation anymore.",crisis,2,58,11
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
I've been planning to hurt myself. Can't take it anymore. Everyone would be happier if I wasn't around.,crisis,2,103,18
"This month, excited about the weekend plans with friends. Had a restful sleep last night. Feeling refreshed.",low_stress,0,108,17
"Yesterday, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,73,13
"Recently, looking forward to the vacation next month.",low_stress,0,53,8
"Recently, i'm a burden to everyone. they'd be better off without me.",crisis,2,68,12
"Today, had a good conversation with my family today.",low_stress,0,52,9
I want to disappear. Nobody would even notice.,crisis,2,46,8
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
"Lately, i want to disappear. nobody would even notice. I'm a burden to everyone. They'd be better off without me.",crisis,2,113,20
Work-life balance is completely off. Need a break. Feeling anxious about the upcoming presentation.,high_stress,1,99,14
"This week, relationship problems are causing a lot of stress.",high_stress,1,61,10
"Today, financial stress is getting to me. bills keep piling up.",high_stress,1,63,11
"Yesterday, feeling like there's no point in continuing.",crisis,2,55,8
"This week, feeling burned out. everything feels like too much. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,111,17
"Lately, feeling positive about the future.",low_stress,0,42,6
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
Excited about the weekend plans with friends.,low_stress,0,45,7
Feeling positive about the future.,low_stress,0,34,5
"Today, had a productive workout session this morning. Feeling positive about the future.",low_stress,0,88,13
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Everyone would be happier if I wasn't around.,crisis,2,45,8
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
"Today, can't handle the pain anymore. need it to stop.",crisis,2,54,10
"Recently, i can't do this anymore. the suffering is too much.",crisis,2,61,11
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"This week, i want to disappear. nobody would even notice.",crisis,2,57,10
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
I'm a burden to everyone. They'd be better off without me. Can't handle the pain anymore. Need it to stop.,crisis,2,106,20
Relationship problems are causing a lot of stress.,high_stress,1,50,8
"Today, i want to disappear. nobody would even notice.",crisis,2,53,9
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"Recently, worried about my health. need to see a doctor soon. Work has been really overwhelming lately. So many deadlines.",high_stress,1,122,20
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
"This month, can't handle the pain anymore. need it to stop.",crisis,2,59,11
i don't see a way out of this situation anymore.,crisis,2,48,10
"Yesterday, struggling to keep up with everything. feeling exhausted. Financial stress is getting to me. Bills keep piling up.",high_stress,1,125,19
Had a nice dinner with friends. Good times! Grateful for the support from my colleagues.,low_stress,0,88,15
Can't seem to focus on anything. Mind is all over the place. Work-life balance is completely off. Need a break.,high_stress,1,111,20
"Yesterday, can't seem to focus on anything. mind is all over the place.",high_stress,1,71,13
the pain is unbearable. i don't want to feel this way anymore.,crisis,2,62,12
"This month, i've been planning to hurt myself. can't take it anymore.",crisis,2,69,12
i can't do this anymore. the suffering is too much. I can't do this anymore. The suffering is too much.,crisis,2,103,20
"Lately, enjoying my new hobby. it's very relaxing. Feeling positive about the future.",low_stress,0,85,13
"This week, completed my project on time. feeling accomplished!",low_stress,0,62,9
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
"This month, made progress on my goals today. feeling motivated.",low_stress,0,63,10
"Today, i'm a burden to everyone. they'd be better off without me. The darkness is overwhelming. I see no light ahead.",crisis,2,117,21
Grateful for the support from my colleagues.,low_stress,0,44,7
Feeling like there's no point in continuing.,crisis,2,44,7
Feeling like there's no point in continuing.,crisis,2,44,7
life feels meaningless. i don't want to be here.,crisis,2,48,9
made progress on my goals today. feeling motivated.,low_stress,0,51,8
Grateful for the support from my colleagues. Made progress on my goals today. Feeling motivated.,low_stress,0,96,15
"This week, had a great day at work today. feeling productive and happy.",low_stress,0,71,13
"This week, thinking about suicide constantly. can't escape these thoughts. I'm a burden to everyone. They'd be better off without me.",crisis,2,133,21
"Recently, excited about the weekend plans with friends.",low_stress,0,55,8
"Lately, made progress on my goals today. feeling motivated.",low_stress,0,59,9
Struggling to keep up with everything. Feeling exhausted. Struggling to keep up with everything. Feeling exhausted.,high_stress,1,115,16
"Recently, everyone would be happier if i wasn't around.",crisis,2,55,9
worried about my health. need to see a doctor soon.,high_stress,1,51,10
Had a restful sleep last night. Feeling refreshed. Had a great day at work today. Feeling productive and happy.,low_stress,0,111,19
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"This week, worried about my health. need to see a doctor soon. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,111,19
struggling to keep up with everything. feeling exhausted.,high_stress,1,57,8
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
"Recently, excited about the weekend plans with friends.",low_stress,0,55,8
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
Anxiety has been high this week. Hard to relax. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,108,21
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
"Today, feeling anxious about the upcoming presentation.",high_stress,1,55,7
Having trouble managing my emotions lately.,high_stress,1,43,6
Life feels meaningless. I don't want to be here.,crisis,2,48,9
"Lately, feeling overwhelmed by responsibilities.",high_stress,1,48,5
"Recently, made progress on my goals today. feeling motivated.",low_stress,0,61,9
"This month, can't seem to focus on anything. mind is all over the place.",high_stress,1,72,14
"Today, everyone would be happier if i wasn't around.",crisis,2,52,9
"Today, made progress on my goals today. feeling motivated.",low_stress,0,58,9
Having trouble managing my emotions lately.,high_stress,1,43,6
"This month, grateful for the support from my colleagues.",low_stress,0,56,9
"This week, had a nice dinner with friends. good times!",low_stress,0,54,10
Looking forward to the vacation next month. Had a great day at work today. Feeling productive and happy.,low_stress,0,104,18
Had a good conversation with my family today. Looking forward to the vacation next month.,low_stress,0,89,15
I can't do this anymore. The suffering is too much. I don't see a way out of this situation anymore.,crisis,2,100,20
Feeling content with life right now.,low_stress,0,36,6
"This week, work-life balance is completely off. need a break.",high_stress,1,61,10
Haven't been sleeping well. Mind keeps racing at night. Work has been really overwhelming lately. So many deadlines.,high_stress,1,116,18
Feeling positive about the future.,low_stress,0,34,5
Feeling overwhelmed by responsibilities. Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,96,13
Had a productive workout session this morning.,low_stress,0,46,7
"Yesterday, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,75,13
"This week, i'm a burden to everyone. they'd be better off without me.",crisis,2,69,13
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"Recently, everyone would be happier if i wasn't around.",crisis,2,55,9
"Lately, financial stress is getting to me. bills keep piling up. Having trouble managing my emotions lately.",high_stress,1,108,17
"Lately, looking forward to the vacation next month.",low_stress,0,51,8
haven't been sleeping well. mind keeps racing at night. Relationship problems are causing a lot of stress.,high_stress,1,106,17
I can't do this anymore. The suffering is too much.,crisis,2,51,10
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
"Yesterday, had a restful sleep last night. feeling refreshed.",low_stress,0,61,9
Life feels meaningless. I don't want to be here.,crisis,2,48,9
"This month, had a great day at work today. feeling productive and happy. Made progress on my goals today. Feeling motivated.",low_stress,0,124,21
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"Recently, finished reading a great book. highly recommend it. Feeling positive about the future.",low_stress,0,96,14
"This month, the darkness is overwhelming. i see no light ahead.",crisis,2,63,11
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"Lately, having trouble managing my emotions lately.",high_stress,1,51,7
"Today, worried about my health. need to see a doctor soon.",high_stress,1,58,11
"This week, enjoying my new hobby. it's very relaxing.",low_stress,0,53,9
i've been planning to hurt myself. can't take it anymore.,crisis,2,57,10
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
"Yesterday, had a difficult conversation today. still feeling tense. Having trouble managing my emotions lately.",high_stress,1,111,15
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
Work-life balance is completely off. Need a break.,high_stress,1,50,8
i want to disappear. nobody would even notice.,crisis,2,46,8
"This week, financial stress is getting to me. bills keep piling up.",high_stress,1,67,12
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"Yesterday, worried about my health. need to see a doctor soon.",high_stress,1,62,11
"This week, financial stress is getting to me. bills keep piling up. Work-life balance is completely off. Need a break.",high_stress,1,118,20
Feeling overwhelmed by responsibilities. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,101,16
"This month, i want to disappear. nobody would even notice. I'm going to end it all soon. Made my decision.",crisis,2,106,20
"Yesterday, feeling content with life right now.",low_stress,0,47,7
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Had a great day at work today. Feeling productive and happy. Completed my project on time. Feeling accomplished!,low_stress,0,112,18
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
can't seem to focus on anything. mind is all over the place.,high_stress,1,60,12
finished reading a great book. highly recommend it.,low_stress,0,51,8
"Today, i'm a burden to everyone. they'd be better off without me. Can't stop thinking about ending everything.",crisis,2,110,18
Anxiety has been high this week. Hard to relax. Feeling anxious about the upcoming presentation.,high_stress,1,96,15
"This week, financial stress is getting to me. bills keep piling up.",high_stress,1,67,12
"This month, relationship problems are causing a lot of stress. Having trouble managing my emotions lately.",high_stress,1,106,16
financial stress is getting to me. bills keep piling up.,high_stress,1,56,10
"Today, had a good conversation with my family today.",low_stress,0,52,9
i've been planning to hurt myself. can't take it anymore.,crisis,2,57,10
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"Yesterday, had a good conversation with my family today. Had a productive workout session this morning.",low_stress,0,103,16
"Today, financial stress is getting to me. bills keep piling up.",high_stress,1,63,11
"This month, can't handle the pain anymore. need it to stop.",crisis,2,59,11
"Lately, looking forward to the vacation next month.",low_stress,0,51,8
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
Had a restful sleep last night. Feeling refreshed. Had a restful sleep last night. Feeling refreshed.,low_stress,0,101,16
i don't see a way out of this situation anymore. Feeling completely hopeless. Nothing seems to matter.,crisis,2,102,17
"Yesterday, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,73,13
Feeling overwhelmed by responsibilities. Having trouble managing my emotions lately.,high_stress,1,84,10
"Yesterday, i've been planning to hurt myself. can't take it anymore. I'm going to end it all soon. Made my decision.",crisis,2,116,21
"This month, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,76,14
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"Yesterday, work has been really overwhelming lately. so many deadlines.",high_stress,1,71,10
Can't stop thinking about ending everything.,crisis,2,44,6
"Today, worried about my health. need to see a doctor soon.",high_stress,1,58,11
"Lately, had a restful sleep last night. feeling refreshed. Had a productive workout session this morning.",low_stress,0,105,16
"This week, having trouble managing my emotions lately. Feeling anxious about the upcoming presentation.",high_stress,1,103,14
Life feels meaningless. I don't want to be here. Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,112,17
"Today, i'm going to end it all soon. made my decision. The pain is unbearable. I don't want to feel this way anymore.",crisis,2,117,23
"Recently, i've been planning to hurt myself. can't take it anymore.",crisis,2,67,11
I want to disappear. Nobody would even notice.,crisis,2,46,8
The pain is unbearable. I don't want to feel this way anymore. I'm going to end it all soon. Made my decision.,crisis,2,110,22
Excited about the weekend plans with friends.,low_stress,0,45,7
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
I'm going to end it all soon. Made my decision.,crisis,2,47,10
Feeling content with life right now.,low_stress,0,36,6
"This month, i can't do this anymore. the suffering is too much.",crisis,2,63,12
thinking about suicide constantly. can't escape these thoughts.,crisis,2,63,8
"This month, life feels meaningless. i don't want to be here.",crisis,2,60,11
"Recently, had a restful sleep last night. feeling refreshed.",low_stress,0,60,9
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Recently, i want to disappear. nobody would even notice.",crisis,2,56,9
everyone would be happier if i wasn't around.,crisis,2,45,8
Feeling content with life right now. Enjoying my new hobby. It's very relaxing.,low_stress,0,79,13
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
I don't see a way out of this situation anymore.,crisis,2,48,10
"Lately, i'm going to end it all soon. made my decision. The darkness is overwhelming. I see no light ahead.",crisis,2,107,20
"Today, had a restful sleep last night. feeling refreshed. Grateful for the support from my colleagues.",low_stress,0,102,16
Enjoying my new hobby. It's very relaxing. Looking forward to the vacation next month.,low_stress,0,86,14
"Lately, feeling isolated. haven't seen friends in weeks. Feeling anxious about the upcoming presentation.",high_stress,1,105,14
"Yesterday, struggling to keep up with everything. feeling exhausted. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,126,17
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
Having trouble managing my emotions lately. Had a difficult conversation today. Still feeling tense.,high_stress,1,100,14
"Recently, had a good conversation with my family today.",low_stress,0,55,9
Grateful for the support from my colleagues. Feeling positive about the future.,low_stress,0,79,12
"This month, thinking about suicide constantly. can't escape these thoughts.",crisis,2,75,10
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
"Yesterday, everyone would be happier if i wasn't around. I can't do this anymore. The suffering is too much.",crisis,2,108,19
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
Feeling completely hopeless. Nothing seems to matter. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,116,19
"Lately, enjoying my new hobby. it's very relaxing.",low_stress,0,50,8
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
Can't stop thinking about ending everything. Life feels meaningless. I don't want to be here.,crisis,2,93,15
"Today, had a difficult conversation today. still feeling tense. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,121,17
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
"Today, feeling positive about the future. Feeling content with life right now.",low_stress,0,78,12
"Lately, work-life balance is completely off. need a break. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,116,17
"Lately, struggling to keep up with everything. feeling exhausted.",high_stress,1,65,9
Feeling overwhelmed by responsibilities. Feeling burned out. Everything feels like too much.,high_stress,1,92,12
Feeling content with life right now.,low_stress,0,36,6
Feeling like there's no point in continuing.,crisis,2,44,7
"This month, i'm going to end it all soon. made my decision.",crisis,2,59,12
Had a good conversation with my family today. Completed my project on time. Feeling accomplished!,low_stress,0,97,15
Completed my project on time. Feeling accomplished! Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,116,19
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
"Today, finished reading a great book. highly recommend it. Feeling positive about the future.",low_stress,0,93,14
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
"Yesterday, i don't see a way out of this situation anymore.",crisis,2,59,11
"This week, financial stress is getting to me. bills keep piling up.",high_stress,1,67,12
Feeling content with life right now.,low_stress,0,36,6
"This month, feeling burned out. everything feels like too much.",high_stress,1,63,10
feeling anxious about the upcoming presentation.,high_stress,1,48,6
Had a great day at work today. Feeling productive and happy. Enjoying my new hobby. It's very relaxing.,low_stress,0,103,18
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
"This month, had a great day at work today. feeling productive and happy. Grateful for the support from my colleagues.",low_stress,0,117,20
Everyone would be happier if I wasn't around.,crisis,2,45,8
Feeling like there's no point in continuing.,crisis,2,44,7
"This month, i don't see a way out of this situation anymore.",crisis,2,60,12
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Feeling positive about the future.,low_stress,0,34,5
"Today, everyone would be happier if i wasn't around. Feeling like there's no point in continuing.",crisis,2,97,16
Relationship problems are causing a lot of stress.,high_stress,1,50,8
"Lately, feeling burned out. everything feels like too much. Worried about my health. Need to see a doctor soon.",high_stress,1,111,19
"This month, completed my project on time. feeling accomplished! Made progress on my goals today. Feeling motivated.",low_stress,0,115,17
financial stress is getting to me. bills keep piling up.,high_stress,1,56,10
"Lately, having trouble managing my emotions lately.",high_stress,1,51,7
Can't stop thinking about ending everything. I've been planning to hurt myself. Can't take it anymore.,crisis,2,102,16
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
"This month, relationship problems are causing a lot of stress. Worried about my health. Need to see a doctor soon.",high_stress,1,114,20
can't seem to focus on anything. mind is all over the place.,high_stress,1,60,12
"Lately, life feels meaningless. i don't want to be here.",crisis,2,56,10
can't stop thinking about ending everything.,crisis,2,44,6
Feeling overwhelmed by responsibilities. Financial stress is getting to me. Bills keep piling up.,high_stress,1,97,14
Life feels meaningless. I don't want to be here. Feeling completely hopeless. Nothing seems to matter.,crisis,2,102,16
"Recently, looking forward to the vacation next month.",low_stress,0,53,8
"Recently, the darkness is overwhelming. i see no light ahead.",crisis,2,61,10
"This week, i've been planning to hurt myself. can't take it anymore.",crisis,2,68,12
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
"Today, made progress on my goals today. feeling motivated.",low_stress,0,58,9
Finished reading a great book. Highly recommend it. Had a restful sleep last night. Feeling refreshed.,low_stress,0,102,16
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
"Yesterday, feeling overwhelmed by responsibilities. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,100,12
"This month, worried about my health. need to see a doctor soon.",high_stress,1,63,12
"This month, i'm going to end it all soon. made my decision.",crisis,2,59,12
Life feels meaningless. I don't want to be here. I'm going to end it all soon. Made my decision.,crisis,2,96,19
Relationship problems are causing a lot of stress.,high_stress,1,50,8
Had a good conversation with my family today.,low_stress,0,45,8
"Lately, i'm a burden to everyone. they'd be better off without me. Life feels meaningless. I don't want to be here.",crisis,2,115,21
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
Enjoying my new hobby. It's very relaxing. Had a restful sleep last night. Feeling refreshed.,low_stress,0,93,15
"Today, haven't been sleeping well. mind keeps racing at night. Feeling anxious about the upcoming presentation.",high_stress,1,111,16
"Recently, struggling to keep up with everything. feeling exhausted.",high_stress,1,67,9
Feeling content with life right now.,low_stress,0,36,6
"Today, feeling completely hopeless. nothing seems to matter. Everyone would be happier if I wasn't around.",crisis,2,106,16
Had a nice dinner with friends. Good times! Made progress on my goals today. Feeling motivated.,low_stress,0,95,16
Had a nice dinner with friends. Good times!,low_stress,0,43,8
"This month, had a difficult conversation today. still feeling tense. Work-life balance is completely off. Need a break.",high_stress,1,119,18
"Yesterday, anxiety has been high this week. hard to relax.",high_stress,1,58,10
"Today, finished reading a great book. highly recommend it.",low_stress,0,58,9
"Yesterday, had a great day at work today. feeling productive and happy.",low_stress,0,71,12
financial stress is getting to me. bills keep piling up.,high_stress,1,56,10
I'm going to end it all soon. Made my decision.,crisis,2,47,10
I'm going to end it all soon. Made my decision.,crisis,2,47,10
"This week, feeling overwhelmed by responsibilities.",high_stress,1,51,6
Feeling burned out. Everything feels like too much.,high_stress,1,51,8
Had a productive workout session this morning.,low_stress,0,46,7
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
"Recently, made progress on my goals today. feeling motivated.",low_stress,0,61,9
"Lately, i'm a burden to everyone. they'd be better off without me.",crisis,2,66,12
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"Recently, feeling burned out. everything feels like too much. Can't seem to focus on anything. Mind is all over the place.",high_stress,1,122,21
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
Can't stop thinking about ending everything.,crisis,2,44,6
"Lately, worried about my health. need to see a doctor soon.",high_stress,1,59,11
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Recently, struggling to keep up with everything. feeling exhausted. Financial stress is getting to me. Bills keep piling up.",high_stress,1,124,19
"This week, everyone would be happier if i wasn't around. The pain is unbearable. I don't want to feel this way anymore.",crisis,2,119,22
"Yesterday, looking forward to the vacation next month.",low_stress,0,54,8
"Recently, can't stop thinking about ending everything.",crisis,2,54,7
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
"Lately, feeling completely hopeless. nothing seems to matter.",crisis,2,61,8
Everyone would be happier if I wasn't around. I'm a burden to everyone. They'd be better off without me.,crisis,2,104,19
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"Recently, work has been really overwhelming lately. so many deadlines. Feeling burned out. Everything feels like too much.",high_stress,1,122,18
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"Recently, grateful for the support from my colleagues. Completed my project on time. Feeling accomplished!",low_stress,0,106,15
"Today, feeling overwhelmed by responsibilities.",high_stress,1,47,5
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
Feeling completely hopeless. Nothing seems to matter. Can't handle the pain anymore. Need it to stop.,crisis,2,101,16
Had a nice dinner with friends. Good times!,low_stress,0,43,8
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"Today, feeling like there's no point in continuing. The darkness is overwhelming. I see no light ahead.",crisis,2,103,17
Everyone would be happier if I wasn't around.,crisis,2,45,8
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"This week, had a difficult conversation today. still feeling tense.",high_stress,1,67,10
excited about the weekend plans with friends.,low_stress,0,45,7
"This month, the darkness is overwhelming. i see no light ahead.",crisis,2,63,11
"Recently, looking forward to the vacation next month.",low_stress,0,53,8
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
