flight_id,scheduled_arrival,actual_arrival,cleaning_time,fueling_time,boarding_time,baggage_time,weather_condition,gate_available,crew_ready_offset,gate_delay,weather_delay,crew_delay_impact,actual_turnaround_time,scheduled_departure,actual_departure,departure_delay_minutes,is_delayed
AX337,2024-02-28 14:56:00,2024-02-28 14:52:00,18.2,11.0,29.2,17.8,Foggy,1,1.9,0,15.855973917959059,1.9,63.255973917959054,2024-02-28 15:41:00,2024-02-28 15:55:15.358435080,14.255973918,0
AX746,2024-02-17 22:35:00,2024-02-17 22:37:00,27.3,11.7,26.9,17.9,Sunny,1,-36.4,0,0.0,0.0,54.2,2024-02-17 23:20:00,2024-02-17 23:31:12.000000000,11.2,0
AX762,2024-03-08 10:43:00,2024-03-08 10:45:00,15.4,19.7,21.4,21.4,Sunny,1,-28.9,0,0.0,0.0,42.8,2024-03-08 11:28:00,2024-03-08 11:27:48.000000000,-0.2,0
AX335,2024-01-31 20:58:00,2024-01-31 20:59:00,11.3,11.3,19.5,25.2,Sunny,1,-29.8,0,0.0,0.0,44.7,2024-01-31 21:43:00,2024-01-31 21:43:42.000000000,0.7,0
AX835,2024-03-04 13:56:00,2024-03-04 13:56:00,12.7,16.4,23.1,21.2,Sunny,1,-16.0,0,0.0,0.0,44.3,2024-03-04 14:41:00,2024-03-04 14:40:18.000000000,-0.7,0
AX302,2024-03-27 06:25:00,2024-03-27 06:28:00,19.8,20.0,21.2,19.9,Sunny,1,-23.2,0,0.0,0.0,41.2,2024-03-27 07:10:00,2024-03-27 07:09:12.000000000,-0.8,0
AX355,2024-01-06 14:40:00,2024-01-06 14:45:00,28.4,10.3,25.8,21.2,Snowy,1,-4.9,0,35.37695386653182,0.0,89.57695386653182,2024-01-06 15:25:00,2024-01-06 16:14:34.617231990,49.576953866500006,1
AX697,2024-03-02 15:03:00,2024-03-02 15:31:00,31.0,10.6,34.6,11.0,Sunny,1,-10.3,0,0.0,0.0,65.6,2024-03-02 15:48:00,2024-03-02 16:36:36.000000000,48.6,1
AX761,2024-01-24 13:57:00,2024-01-24 13:59:00,23.3,14.1,26.7,18.8,Sunny,1,-3.4,0,0.0,0.0,50.0,2024-01-24 14:42:00,2024-01-24 14:49:00.000000000,7.0,0
AX334,2024-01-10 15:48:00,2024-01-10 15:47:00,15.1,15.3,33.8,13.7,Sunny,1,-2.4,0,0.0,0.0,49.099999999999994,2024-01-10 16:33:00,2024-01-10 16:36:06.000000000,3.1,0
AX444,2024-03-07 19:08:00,2024-03-07 19:39:00,15.6,12.4,25.0,17.3,Sunny,1,-40.1,0,0.0,0.0,42.3,2024-03-07 19:53:00,2024-03-07 20:21:18.000000000,28.3,1
AX633,2024-03-07 14:00:00,2024-03-07 13:57:00,24.4,22.9,24.0,15.4,Sunny,1,2.9,0,0.0,2.9,48.4,2024-03-07 14:45:00,2024-03-07 14:45:24.000000000,0.4,0
AX959,2024-03-25 05:32:00,2024-03-25 05:31:00,26.7,17.2,15.9,15.4,Sunny,1,-15.9,0,0.0,0.0,42.6,2024-03-25 06:17:00,2024-03-25 06:13:36.000000000,-3.4,0
AX896,2024-03-03 21:30:00,2024-03-03 21:48:00,16.8,11.8,28.8,15.1,Sunny,1,3.9,0,0.0,3.9,45.6,2024-03-03 22:15:00,2024-03-03 22:33:36.000000000,18.6,1
AX880,2024-03-04 10:04:00,2024-03-04 10:27:00,27.1,9.5,21.1,31.6,Sunny,1,-32.7,0,0.0,0.0,52.7,2024-03-04 10:49:00,2024-03-04 11:19:42.000000000,30.7,1
AX565,2024-02-24 08:47:00,2024-02-24 08:52:00,18.9,14.7,19.8,19.7,Sunny,1,-1.3,0,0.0,0.0,39.5,2024-02-24 09:32:00,2024-02-24 09:31:30.000000000,-0.5,0
AX869,2024-03-26 23:11:00,2024-03-26 23:07:00,23.6,16.8,18.9,26.0,Sunny,1,-8.8,0,0.0,0.0,44.9,2024-03-26 23:56:00,2024-03-26 23:51:54.000000000,-4.1,0
AX640,2024-02-02 23:22:00,2024-02-02 23:22:00,25.7,22.4,27.1,23.8,Snowy,0,13.0,19,25.967501763250194,13.0,97.7675017632502,2024-02-03 00:07:00,2024-02-03 00:59:46.050105798,52.7675017633,1
AX312,2024-03-09 23:29:00,2024-03-09 23:50:00,12.6,15.3,21.5,23.4,Sunny,1,-7.6,0,0.0,0.0,44.9,2024-03-10 00:14:00,2024-03-10 00:34:54.000000000,20.9,1
AX562,2024-03-26 01:13:00,2024-03-26 01:30:00,22.3,14.0,34.9,22.7,Sunny,1,3.9,0,0.0,3.9,57.599999999999994,2024-03-26 01:58:00,2024-03-26 02:27:36.000000000,29.6,1
AX535,2024-03-28 00:11:00,2024-03-28 00:28:00,27.1,11.1,31.7,30.4,Rainy,1,-35.0,0,5.455490255324006,0.0,67.555490255324,2024-03-28 00:56:00,2024-03-28 01:35:33.329415317,39.55549025528333,1
AX382,2024-03-09 07:35:00,2024-03-09 07:34:00,17.2,16.5,21.8,22.1,Sunny,1,-9.8,0,0.0,0.0,43.900000000000006,2024-03-09 08:20:00,2024-03-09 08:17:54.000000000,-2.1,0
AX661,2024-01-27 14:34:00,2024-01-27 14:46:00,14.7,19.1,15.0,11.1,Rainy,1,-21.8,0,5.676353945568334,0.0,39.77635394556833,2024-01-27 15:19:00,2024-01-27 15:25:46.581236736,6.7763539455999995,0
AX706,2024-03-11 03:09:00,2024-03-11 03:15:00,22.5,7.9,25.7,19.1,Sunny,1,-15.3,0,0.0,0.0,48.2,2024-03-11 03:54:00,2024-03-11 04:03:12.000000000,9.2,0
AX562,2024-02-22 00:41:00,2024-02-22 00:58:00,20.7,15.3,23.1,14.8,Sunny,1,-11.4,0,0.0,0.0,43.8,2024-02-22 01:26:00,2024-02-22 01:41:48.000000000,15.8,1
AX506,2024-03-25 18:20:00,2024-03-25 18:25:00,18.4,10.9,30.3,13.0,Sunny,1,-21.7,0,0.0,0.0,48.7,2024-03-25 19:05:00,2024-03-25 19:13:42.000000000,8.7,0
AX187,2024-02-28 04:08:00,2024-02-28 04:08:00,20.0,9.6,25.1,22.2,Sunny,1,-0.8,0,0.0,0.0,47.3,2024-02-28 04:53:00,2024-02-28 04:55:18.000000000,2.3,0
AX143,2024-03-16 14:40:00,2024-03-16 14:45:00,11.6,21.8,31.9,10.0,Sunny,1,3.5,0,0.0,3.5,53.7,2024-03-16 15:25:00,2024-03-16 15:38:42.000000000,13.7,0
AX560,2024-03-10 16:06:00,2024-03-10 16:06:00,22.0,18.5,28.0,20.5,Sunny,1,-24.6,0,0.0,0.0,50.0,2024-03-10 16:51:00,2024-03-10 16:56:00.000000000,5.0,0
AX377,2024-01-11 23:51:00,2024-01-11 23:47:00,28.0,12.6,17.3,11.8,Sunny,1,-6.5,0,0.0,0.0,45.3,2024-01-12 00:36:00,2024-01-12 00:32:18.000000000,-3.7,0
AX782,2024-03-25 01:06:00,2024-03-25 01:17:00,16.4,14.4,20.5,19.1,Sunny,1,-38.0,0,0.0,0.0,39.6,2024-03-25 01:51:00,2024-03-25 01:56:36.000000000,5.6,0
AX520,2024-01-14 23:25:00,2024-01-14 23:38:00,15.9,13.7,22.3,23.9,Sunny,1,4.3,0,0.0,4.3,46.2,2024-01-15 00:10:00,2024-01-15 00:24:12.000000000,14.2,0
AX800,2024-02-13 08:51:00,2024-02-13 08:59:00,20.9,10.5,24.0,16.7,Rainy,1,-8.9,0,4.988609385597075,0.0,49.88860938559707,2024-02-13 09:36:00,2024-02-13 09:48:53.316563136,12.8886093856,0
AX452,2024-02-01 17:48:00,2024-02-01 17:46:00,34.2,12.8,23.4,14.1,Rainy,1,-11.5,0,5.5135667531123005,0.0,63.1135667531123,2024-02-01 18:33:00,2024-02-01 18:49:06.814005186,16.1135667531,1
AX795,2024-01-13 06:42:00,2024-01-13 06:39:00,25.5,18.1,29.3,18.3,Sunny,1,14.6,0,0.0,14.6,54.8,2024-01-13 07:27:00,2024-01-13 07:33:48.000000000,6.8,0
AX614,2024-03-12 02:46:00,2024-03-12 02:43:00,19.5,12.7,28.0,23.1,Sunny,1,-5.3,0,0.0,0.0,51.1,2024-03-12 03:31:00,2024-03-12 03:34:06.000000000,3.1,0
AX802,2024-02-27 12:24:00,2024-02-27 12:25:00,20.2,16.9,22.5,21.5,Rainy,1,31.3,0,4.065291946853905,31.3,48.065291946853904,2024-02-27 13:09:00,2024-02-27 13:13:03.917516813,4.065291946883333,0
AX729,2024-01-25 20:34:00,2024-01-25 20:33:00,26.0,12.8,29.0,19.6,Snowy,1,-26.4,0,30.70076361427746,0.0,85.70076361427746,2024-01-25 21:19:00,2024-01-25 21:58:42.045816858,39.700763614299994,1
AX118,2024-02-11 05:32:00,2024-02-11 05:48:00,15.5,10.3,18.0,15.8,Sunny,1,-24.8,0,0.0,0.0,33.8,2024-02-11 06:17:00,2024-02-11 06:21:48.000000000,4.8,0
AX122,2024-01-28 09:57:00,2024-01-28 09:59:00,23.1,19.8,29.2,18.0,Sunny,0,2.4,16,0.0,2.4,68.3,2024-01-28 10:42:00,2024-01-28 11:07:18.000000000,25.3,1
AX512,2024-02-07 09:43:00,2024-02-07 09:43:00,14.4,6.5,30.2,23.4,Sunny,1,-13.9,0,0.0,0.0,53.599999999999994,2024-02-07 10:28:00,2024-02-07 10:36:36.000000000,8.6,0
AX129,2024-03-03 11:01:00,2024-03-03 11:16:00,24.6,22.1,26.7,19.3,Sunny,1,7.1,0,0.0,7.1,51.3,2024-03-03 11:46:00,2024-03-03 12:07:18.000000000,21.3,1
AX906,2024-01-27 21:37:00,2024-01-27 21:33:00,18.5,19.0,28.2,21.2,Foggy,1,-25.0,0,16.132077428351984,0.0,65.53207742835198,2024-01-27 22:22:00,2024-01-27 22:38:31.924645704,16.5320774284,1
AX207,2024-01-02 19:40:00,2024-01-02 19:55:00,21.0,15.7,28.9,18.2,Sunny,1,8.0,0,0.0,8.0,49.9,2024-01-02 20:25:00,2024-01-02 20:44:54.000000000,19.9,1
AX466,2024-03-11 02:30:00,2024-03-11 02:41:00,18.2,13.2,31.3,14.3,Sunny,1,-11.0,0,0.0,0.0,49.5,2024-03-11 03:15:00,2024-03-11 03:30:30.000000000,15.5,1
AX380,2024-03-12 15:29:00,2024-03-12 15:35:00,23.5,13.5,29.5,30.0,Foggy,1,-9.6,0,14.141664067040777,0.0,73.64166406704078,2024-03-12 16:14:00,2024-03-12 16:48:38.499844020,34.641664067,1
AX227,2024-03-25 17:53:00,2024-03-25 17:50:00,19.1,15.8,32.2,23.9,Sunny,1,-28.7,0,0.0,0.0,56.1,2024-03-25 18:38:00,2024-03-25 18:46:06.000000000,8.1,0
AX328,2024-01-25 08:17:00,2024-01-25 08:13:00,30.8,15.7,15.6,21.4,Sunny,1,7.5,0,0.0,7.5,46.4,2024-01-25 09:02:00,2024-01-25 08:59:24.000000000,-2.6,0
AX210,2024-01-28 20:58:00,2024-01-28 20:55:00,27.1,11.2,25.8,19.2,Rainy,1,-3.1,0,5.539752779663639,0.0,58.43975277966364,2024-01-28 21:43:00,2024-01-28 21:53:26.385166782,10.439752779700001,0
AX235,2024-02-25 03:10:00,2024-02-25 03:09:00,13.5,15.3,24.7,27.1,Rainy,1,-1.2,0,4.50425460072151,0.0,56.30425460072151,2024-02-25 03:55:00,2024-02-25 04:05:18.255276042,10.3042546007,0
AX461,2024-02-06 19:44:00,2024-02-06 19:48:00,21.0,16.0,25.9,16.0,Sunny,0,-30.8,19,0.0,0.0,65.9,2024-02-06 20:29:00,2024-02-06 20:53:54.000000000,24.9,1
AX285,2024-01-07 17:17:00,2024-01-07 17:13:00,23.7,13.8,30.4,23.3,Sunny,1,-13.2,0,0.0,0.0,54.099999999999994,2024-01-07 18:02:00,2024-01-07 18:07:06.000000000,5.1,0
AX755,2024-01-31 15:11:00,2024-01-31 15:09:00,17.7,24.0,25.8,20.2,Sunny,1,-10.7,0,0.0,0.0,49.8,2024-01-31 15:56:00,2024-01-31 15:58:48.000000000,2.8,0
AX683,2024-01-17 17:14:00,2024-01-17 17:12:00,26.1,14.5,25.5,18.7,Rainy,1,-29.7,0,4.29051682245787,0.0,55.89051682245787,2024-01-17 17:59:00,2024-01-17 18:07:53.431009350,8.890516822499999,0
AX228,2024-01-13 09:04:00,2024-01-13 09:10:00,25.5,7.9,27.8,18.6,Rainy,1,0.6,0,5.672816815405415,0.6,58.97281681540541,2024-01-13 09:49:00,2024-01-13 10:08:58.369008924,19.972816815399998,1
AX975,2024-01-01 12:45:00,2024-01-01 12:45:00,19.6,11.0,16.0,26.5,Sunny,1,4.0,0,0.0,4.0,42.5,2024-01-01 13:30:00,2024-01-01 13:27:30.000000000,-2.5,0
AX360,2024-02-01 13:19:00,2024-02-01 13:18:00,24.9,17.8,34.3,10.6,Sunny,1,-31.7,0,0.0,0.0,59.199999999999996,2024-02-01 14:04:00,2024-02-01 14:17:12.000000000,13.2,0
AX614,2024-03-28 00:38:00,2024-03-28 00:34:00,10.0,12.1,24.4,28.3,Sunny,0,-10.5,27,0.0,0.0,79.7,2024-03-28 01:23:00,2024-03-28 01:53:42.000000000,30.7,1
AX548,2024-03-08 11:11:00,2024-03-08 11:07:00,26.8,11.0,33.9,25.1,Sunny,1,3.1,0,0.0,3.1,60.7,2024-03-08 11:56:00,2024-03-08 12:07:42.000000000,11.7,0
AX203,2024-02-03 23:26:00,2024-02-03 23:28:00,24.4,20.6,19.9,20.2,Sunny,1,15.9,0,0.0,15.9,44.3,2024-02-04 00:11:00,2024-02-04 00:12:18.000000000,1.3,0
AX582,2024-01-26 14:20:00,2024-01-26 14:25:00,14.6,15.7,19.5,18.8,Sunny,0,2.3,27,0.0,2.3,65.3,2024-01-26 15:05:00,2024-01-26 15:30:18.000000000,25.3,1
AX323,2024-01-10 00:15:00,2024-01-10 00:23:00,21.3,12.6,23.6,19.9,Sunny,1,-25.1,0,0.0,0.0,44.900000000000006,2024-01-10 01:00:00,2024-01-10 01:07:54.000000000,7.9,0
AX931,2024-02-21 23:57:00,2024-02-21 23:58:00,10.0,5.0,25.2,22.4,Rainy,1,-23.8,0,5.869417400169448,0.0,53.46941740016944,2024-02-22 00:42:00,2024-02-22 00:51:28.165044012,9.4694174002,0
AX973,2024-03-06 01:17:00,2024-03-06 01:16:00,16.2,17.5,22.0,26.2,Sunny,1,-5.9,0,0.0,0.0,48.2,2024-03-06 02:02:00,2024-03-06 02:04:12.000000000,2.2,0
AX965,2024-02-24 01:50:00,2024-02-24 01:49:00,25.5,15.1,20.2,22.4,Sunny,1,0.7,0,0.0,0.7,45.7,2024-02-24 02:35:00,2024-02-24 02:34:42.000000000,-0.3,0
AX590,2024-03-20 10:21:00,2024-03-20 10:26:00,19.9,20.2,27.2,21.4,Sunny,1,-10.0,0,0.0,0.0,48.599999999999994,2024-03-20 11:06:00,2024-03-20 11:14:36.000000000,8.6,0
AX572,2024-02-26 12:11:00,2024-02-26 12:11:00,19.7,10.6,33.7,20.1,Sunny,0,-16.9,16,0.0,0.0,69.80000000000001,2024-02-26 12:56:00,2024-02-26 13:20:48.000000000,24.8,1
AX109,2024-01-19 10:28:00,2024-01-19 10:25:00,20.2,13.5,35.0,10.8,Sunny,0,2.1,25,0.0,2.1,80.2,2024-01-19 11:13:00,2024-01-19 11:45:12.000000000,32.2,1
AX504,2024-03-11 02:50:00,2024-03-11 02:46:00,19.6,16.2,23.2,11.7,Rainy,1,5.9,0,4.644634076056587,5.9,47.44463407605659,2024-03-11 03:35:00,2024-03-11 03:33:26.678044566,-1.5553659239,0
AX995,2024-03-03 21:35:00,2024-03-03 21:34:00,24.9,20.0,18.5,25.5,Rainy,1,-14.7,0,5.139926182751284,0.0,49.13992618275128,2024-03-03 22:20:00,2024-03-03 22:23:08.395570968,3.1399261827999996,0
AX401,2024-03-09 02:26:00,2024-03-09 02:35:00,16.9,16.0,23.4,22.4,Rainy,1,-10.0,0,4.7888346267519815,0.0,50.588834626751975,2024-03-09 03:11:00,2024-03-09 03:25:35.330077608,14.5888346268,0
AX330,2024-01-27 21:36:00,2024-01-27 21:41:00,22.1,12.2,35.3,24.1,Sunny,1,-0.0,0,0.0,0.0,59.4,2024-01-27 22:21:00,2024-01-27 22:40:24.000000000,19.4,1
AX830,2024-02-12 18:02:00,2024-02-12 17:59:00,14.3,20.2,31.2,24.0,Sunny,1,-15.8,0,0.0,0.0,55.2,2024-02-12 18:47:00,2024-02-12 18:54:12.000000000,7.2,0
AX165,2024-01-29 01:29:00,2024-01-29 01:29:00,23.7,13.8,27.3,23.1,Rainy,1,3.6,0,4.786049230441298,3.6,55.7860492304413,2024-01-29 02:14:00,2024-01-29 02:24:47.162953824,10.786049230400002,0
AX211,2024-02-28 09:41:00,2024-02-28 09:38:00,18.4,15.7,22.2,24.3,Sunny,1,-16.7,0,0.0,0.0,46.5,2024-02-28 10:26:00,2024-02-28 10:24:30.000000000,-1.5,0
AX112,2024-01-07 19:54:00,2024-01-07 19:55:00,19.8,18.0,30.5,15.7,Rainy,1,4.9,0,5.593945797471548,4.9,55.893945797471545,2024-01-07 20:39:00,2024-01-07 20:50:53.636747850,11.8939457975,0
AX492,2024-03-11 23:12:00,2024-03-11 23:09:00,18.2,21.3,38.6,22.8,Rainy,1,-20.2,0,4.202000530936963,0.0,65.60200053093696,2024-03-11 23:57:00,2024-03-12 00:14:36.120031854,17.6020005309,1
AX599,2024-01-01 14:00:00,2024-01-01 14:06:00,18.8,16.5,24.1,22.3,Sunny,1,25.1,0,0.0,25.1,46.400000000000006,2024-01-01 14:45:00,2024-01-01 14:52:24.000000000,7.4,0
AX697,2024-02-25 03:29:00,2024-02-25 03:32:00,15.0,25.3,15.0,26.6,Sunny,1,-10.8,0,0.0,0.0,41.6,2024-02-25 04:14:00,2024-02-25 04:13:36.000000000,-0.4,0
AX333,2024-01-22 22:08:00,2024-01-22 22:06:00,21.6,14.6,18.8,10.0,Sunny,1,-0.3,0,0.0,0.0,40.400000000000006,2024-01-22 22:53:00,2024-01-22 22:46:24.000000000,-6.6,0
AX701,2024-01-08 12:46:00,2024-01-08 13:29:00,22.8,16.2,25.4,31.9,Sunny,1,9.4,0,0.0,9.4,57.3,2024-01-08 13:31:00,2024-01-08 14:26:18.000000000,55.3,1
AX413,2024-01-05 02:19:00,2024-01-05 02:22:00,13.3,12.5,24.1,24.2,Rainy,1,-11.1,0,5.474458613625226,0.0,53.77445861362522,2024-01-05 03:04:00,2024-01-05 03:15:46.467516816,11.7744586136,0
AX665,2024-02-29 17:58:00,2024-02-29 17:57:00,17.0,16.3,33.2,21.3,Sunny,0,-4.8,28,0.0,0.0,82.5,2024-02-29 18:43:00,2024-02-29 19:19:30.000000000,36.5,1
AX111,2024-02-15 21:41:00,2024-02-15 21:41:00,20.2,16.2,21.5,15.2,Sunny,1,-8.1,0,0.0,0.0,41.7,2024-02-15 22:26:00,2024-02-15 22:22:42.000000000,-3.3,0
AX308,2024-01-27 22:13:00,2024-01-27 22:32:00,17.0,19.2,24.0,18.5,Rainy,1,22.4,0,5.06028725647209,22.4,48.2602872564721,2024-01-27 22:58:00,2024-01-27 23:20:15.617235390,22.2602872565,1
AX113,2024-03-15 15:00:00,2024-03-15 14:58:00,18.9,16.8,21.1,21.7,Sunny,1,15.7,0,0.0,15.7,42.8,2024-03-15 15:45:00,2024-03-15 15:40:48.000000000,-4.2,0
AX732,2024-03-16 12:58:00,2024-03-16 12:56:00,28.1,12.9,29.7,28.4,Rainy,1,-19.9,0,5.791016553013362,0.0,63.89101655301336,2024-03-16 13:43:00,2024-03-16 13:59:53.460993180,16.891016553,1
AX517,2024-02-21 21:23:00,2024-02-21 21:26:00,14.9,16.0,19.8,27.6,Sunny,1,-25.0,0,0.0,0.0,47.400000000000006,2024-02-21 22:08:00,2024-02-21 22:13:24.000000000,5.4,0
AX536,2024-02-20 12:42:00,2024-02-20 12:42:00,10.0,12.3,23.6,23.1,Snowy,1,-1.3,0,26.765336771713237,0.0,73.46533677171324,2024-02-20 13:27:00,2024-02-20 13:55:27.920206302,28.4653367717,1
AX476,2024-03-15 18:43:00,2024-03-15 18:42:00,17.0,17.2,15.9,23.7,Sunny,0,-7.5,23,0.0,0.0,62.6,2024-03-15 19:28:00,2024-03-15 19:44:36.000000000,16.6,1
AX119,2024-03-13 08:34:00,2024-03-13 08:34:00,18.4,12.8,21.8,21.0,Sunny,1,14.7,0,0.0,14.7,42.8,2024-03-13 09:19:00,2024-03-13 09:16:48.000000000,-2.2,0
AX686,2024-03-18 08:57:00,2024-03-18 09:09:00,17.6,9.4,35.0,14.9,Sunny,1,-3.3,0,0.0,0.0,52.6,2024-03-18 09:42:00,2024-03-18 10:01:36.000000000,19.6,1
AX854,2024-01-03 23:51:00,2024-01-04 00:04:00,21.3,10.5,35.7,16.1,Sunny,1,-9.2,0,0.0,0.0,57.0,2024-01-04 00:36:00,2024-01-04 01:01:00.000000000,25.0,1
AX834,2024-03-17 05:10:00,2024-03-17 05:15:00,14.9,10.3,29.0,24.8,Sunny,1,-23.6,0,0.0,0.0,53.8,2024-03-17 05:55:00,2024-03-17 06:08:48.000000000,13.8,0
AX169,2024-02-09 12:08:00,2024-02-09 12:11:00,14.1,12.9,27.6,23.5,Sunny,1,-16.7,0,0.0,0.0,51.1,2024-02-09 12:53:00,2024-02-09 13:02:06.000000000,9.1,0
AX923,2024-01-29 21:36:00,2024-01-29 21:32:00,16.6,11.6,21.2,16.9,Rainy,1,-19.9,0,4.945750912596708,0.0,43.0457509125967,2024-01-29 22:21:00,2024-01-29 22:15:02.745054756,-5.9542490874,0
AX310,2024-02-06 04:54:00,2024-02-06 04:57:00,16.7,14.9,26.2,16.2,Rainy,1,-15.1,0,4.369589118144951,0.0,47.26958911814495,2024-02-06 05:39:00,2024-02-06 05:44:16.175347086,5.2695891181,0
AX200,2024-03-04 08:25:00,2024-03-04 08:50:00,30.6,13.4,26.0,23.2,Rainy,1,-15.1,0,4.420297126209641,0.0,61.02029712620964,2024-03-04 09:10:00,2024-03-04 09:51:01.217827572,41.0202971262,1
AX797,2024-01-05 05:23:00,2024-01-05 05:36:00,27.8,17.1,25.1,18.5,Rainy,1,-15.3,0,4.525948529841333,0.0,57.425948529841335,2024-01-05 06:08:00,2024-01-05 06:33:25.556911788,25.4259485298,1
AX231,2024-01-09 17:58:00,2024-01-09 17:55:00,11.7,16.5,29.8,16.0,Sunny,1,-9.3,0,0.0,0.0,46.3,2024-01-09 18:43:00,2024-01-09 18:41:18.000000000,-1.7,0
AX722,2024-02-27 06:36:00,2024-02-27 07:07:00,10.4,13.7,19.3,21.7,Sunny,1,-1.1,0,0.0,0.0,41.0,2024-02-27 07:21:00,2024-02-27 07:48:00.000000000,27.0,1
AX480,2024-03-22 17:47:00,2024-03-22 17:45:00,19.6,20.0,40.4,23.4,Sunny,1,5.1,0,0.0,5.1,63.8,2024-03-22 18:32:00,2024-03-22 18:48:48.000000000,16.8,1
AX231,2024-03-05 04:16:00,2024-03-05 04:13:00,29.6,11.3,34.7,14.5,Sunny,1,2.0,0,0.0,2.0,64.30000000000001,2024-03-05 05:01:00,2024-03-05 05:17:18.000000000,16.3,1
AX119,2024-01-02 19:00:00,2024-01-02 18:59:00,23.3,19.0,20.1,18.3,Rainy,0,-31.1,16,4.3303242098045835,0.0,63.73032420980459,2024-01-02 19:45:00,2024-01-02 20:02:43.819452588,17.730324209800003,1
AX635,2024-03-26 07:14:00,2024-03-26 07:11:00,19.8,15.6,25.6,23.7,Rainy,1,-28.2,0,5.377848356160548,0.0,54.677848356160546,2024-03-26 07:59:00,2024-03-26 08:05:40.670901372,6.6778483562,0
AX326,2024-03-18 21:08:00,2024-03-18 21:06:00,17.7,13.4,21.4,27.9,Rainy,0,-15.1,25,4.231980141696829,0.0,78.53198014169682,2024-03-18 21:53:00,2024-03-18 22:24:31.918808501,31.531980141683334,1
AX253,2024-02-09 20:35:00,2024-02-09 20:34:00,25.4,19.5,28.8,21.5,Rainy,1,-26.5,0,4.355079050260782,0.0,58.55507905026079,2024-02-09 21:20:00,2024-02-09 21:32:33.304743018,12.5550790503,0
AX904,2024-01-30 09:21:00,2024-01-30 09:24:00,20.9,17.2,24.5,17.5,Sunny,1,-3.3,0,0.0,0.0,45.4,2024-01-30 10:06:00,2024-01-30 10:09:24.000000000,3.4,0
AX841,2024-01-07 12:26:00,2024-01-07 12:30:00,28.7,10.7,15.0,15.9,Foggy,1,-10.3,0,13.703241056391017,0.0,57.40324105639102,2024-01-07 13:11:00,2024-01-07 13:27:24.194463384,16.4032410564,1
AX568,2024-02-06 22:11:00,2024-02-06 22:13:00,11.6,16.5,19.5,20.0,Sunny,1,-8.0,0,0.0,0.0,39.5,2024-02-06 22:56:00,2024-02-06 22:52:30.000000000,-3.5,0
AX921,2024-01-14 13:22:00,2024-01-14 13:21:00,22.1,16.5,33.0,19.8,Rainy,1,9.5,0,5.865793821208888,9.5,60.96579382120889,2024-01-14 14:07:00,2024-01-14 14:21:57.947629272,14.9657938212,0
AX970,2024-02-15 12:12:00,2024-02-15 12:37:00,17.2,19.0,23.7,10.0,Sunny,1,-15.0,0,0.0,0.0,42.7,2024-02-15 12:57:00,2024-02-15 13:19:42.000000000,22.7,1
AX504,2024-03-04 17:20:00,2024-03-04 17:19:00,22.1,17.3,23.6,11.5,Sunny,1,-26.7,0,0.0,0.0,45.7,2024-03-04 18:05:00,2024-03-04 18:04:42.000000000,-0.3,0
AX301,2024-01-11 03:55:00,2024-01-11 03:55:00,21.3,17.6,29.0,10.0,Sunny,1,-12.8,0,0.0,0.0,50.3,2024-01-11 04:40:00,2024-01-11 04:45:18.000000000,5.3,0
AX137,2024-01-01 11:11:00,2024-01-01 11:11:00,22.5,13.2,30.6,20.1,Sunny,1,-41.7,0,0.0,0.0,53.1,2024-01-01 11:56:00,2024-01-01 12:04:06.000000000,8.1,0
AX871,2024-01-24 07:05:00,2024-01-24 07:01:00,24.9,14.2,24.5,25.3,Sunny,1,-12.2,0,0.0,0.0,49.8,2024-01-24 07:50:00,2024-01-24 07:50:48.000000000,0.8,0
AX287,2024-02-07 13:19:00,2024-02-07 13:19:00,26.9,14.0,15.0,24.6,Sunny,1,-47.0,0,0.0,0.0,41.9,2024-02-07 14:04:00,2024-02-07 14:00:54.000000000,-3.1,0
AX156,2024-01-19 15:35:00,2024-01-19 15:35:00,29.8,8.6,20.2,13.6,Rainy,0,-9.4,21,4.760735105331449,0.0,75.76073510533145,2024-01-19 16:20:00,2024-01-19 16:50:45.644106318,30.7607351053,1
AX119,2024-01-25 20:30:00,2024-01-25 20:26:00,20.1,20.1,15.0,15.4,Snowy,1,6.9,0,29.17077181799292,6.9,64.27077181799292,2024-01-25 21:15:00,2024-01-25 21:30:16.246309080,15.270771817999998,1
AX372,2024-02-05 10:12:00,2024-02-05 10:23:00,17.3,10.5,16.6,13.5,Sunny,1,-1.8,0,0.0,0.0,33.900000000000006,2024-02-05 10:57:00,2024-02-05 10:56:54.000000000,-0.1,0
AX218,2024-03-22 19:47:00,2024-03-22 19:54:00,13.9,16.1,25.5,20.4,Foggy,0,-5.2,23,16.560760846889867,0.0,85.46076084688987,2024-03-22 20:32:00,2024-03-22 21:19:27.645650814,47.4607608469,1
AX682,2024-03-18 20:41:00,2024-03-18 20:40:00,22.2,13.7,25.3,24.6,Rainy,0,-2.2,16,5.870607763058702,0.0,71.7706077630587,2024-03-18 21:26:00,2024-03-18 21:51:46.236465786,25.7706077631,1
AX615,2024-03-30 14:51:00,2024-03-30 14:50:00,24.2,14.0,32.7,25.7,Sunny,1,-20.9,0,0.0,0.0,58.400000000000006,2024-03-30 15:36:00,2024-03-30 15:48:24.000000000,12.4,0
